5, 45
4, 46
4, 46
5, 45
6, 44
7, 43
8, 42
9, 41
9, 41
9, 41
9, 41
7, 43
7, 43
7, 43
7, 43
7, 43
5, 45
2, 48
2, 48
2, 48
2, 48
2, 48
2, 48
3, 47
3, 47
3, 47
2, 48
2, 48
1, 49
1, 49
1, 49
1, 49
1, 49
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
0, 50
1, 49
3, 47
4, 46
3, 47
3, 47
3, 47
3, 47
13, 37
33, 17
42, 8
47, 3
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
49, 1
49, 1
49, 1
49, 1
49, 1
50, 0
50, 0
50, 0
49, 1
49, 1
49, 1
49, 1
49, 1
49, 1
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
49, 1
49, 1
49, 1
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
49, 1
49, 1
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
48, 2
48, 2
48, 2
48, 2
48, 2
48, 2
48, 2
48, 2
48, 2
48, 2
48, 2
47, 3
47, 3
47, 3
47, 3
49, 1
49, 1
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
49, 1
49, 1
49, 1
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
49, 1
49, 1
48, 2
49, 1
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
49, 1
49, 1
49, 1
49, 1
48, 2
48, 2
48, 2
47, 3
48, 2
48, 2
49, 1
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
50, 0
